CPID,LocalMagnitude,NeuralMagnitude,TotalRAC,Synced Til,Address,CPID_Valid,Witnesses
3c68b148ddba38fb9aab7a88aba46307,1.25,0,1480,12/31/2015 6:00:00 AM,SBE6Qun5fDR35wbodSLwocsa7qRpkDPaAn,True,1,
3c6dc70936dcbabeffad1b5e7b6bd7c7,0,0,0,12/31/2015 6:00:00 AM,SDX3zByRsX1ojkSS9VXqMRHJM6aGnjxzgS,True,1,
3c7b55bf1f14d5487fe4d68cffaa629b,0,0,0,12/31/2015 6:00:00 AM,RzBaZoUS1LnF1xnsUvVSv1oqXVGEc1RAci,True,1,
3c8f1dfe349e5a54221a75d7872c7900,40,0,134000,12/31/2015 6:00:00 AM,S97KHBn8Bm8TivVw8pshNQmizzKYu82Udt,True,1,
3cc600d169dbaa24d79de7056276985e,5,0,1240,12/31/2015 6:00:00 AM,RzDsChNe9m8epRH3M2UhttvyxuzVznXhzL,True,1,
3cd0676354ea3be7f8e6185f272bc796,0,0,0,12/31/2015 6:00:00 AM,S4sNNq8Coksvvf1jo14nTE2DVcErtwQXtx,True,1,
3cd36d5140bec2791045afd9ed87c789,0,0,0,12/31/2015 6:00:00 AM,S4sNNq8Coksvvf1jo14nTE2DVcErtwQXtx,True,1,
3d00479b08b2178af4ac697e00a054bd,0,0,11.25,12/31/2015 6:00:00 AM,SK4WQUcFLASFCZRrpDchEL3UEhwAkCvUkY,True,1,
3d1687fd892907435d1efa23a9b50daf,55,0,16833.33,12/31/2015 6:00:00 AM,S3s1EnCRWcYnBPb763a3NJxh95QoNJ3UN2,True,1,
3d3024c15ca733acce604cd4f4ea929c,0,0,0,12/31/2015 6:00:00 AM,SKTVQMCi1MffjDwr7aHzejtopBf3md1m8v,True,1,
3d464f082f7c434b85db375e762a2d1b,1.25,0,20166.67,12/31/2015 6:00:00 AM,SGAekZejFHjQMoxi2Rw7QUhd1E3isiRqZ6,True,1,
3d4bda62d65514048df509541ac18404,0,0,90,12/31/2015 6:00:00 AM,S3DEjWcY959eUVkzcL23tebaUvPfgJFKMP,True,1,
3d6d22295265363c4203f8bdb987c9fb,0,0,0,12/31/2015 6:00:00 AM,S8cGNouXownsL6YaHVCRd1jgaEW2w583VJ,True,1,
3d8c768dc3814a05516286652aae9121,10,0,2880,12/31/2015 6:00:00 AM,SJmqtsaTbBrHp9xPVT8Yawbi5ajbfuFJsn,True,1,
3d8da51ef476d30e936b191986481d12,0,0,0,12/31/2015 6:00:00 AM,SJrvK1d3NwyQ9JpVbxoQG5yg6mH5vBhvYb,True,1,
3dc17964f3b544c6ef021e8c7ec49d3b,0,0,0,12/31/2015 6:00:00 AM,RyzdZnjjB9TtBAX4XZ7TkhLKTu8Mc9MwpX,True,1,
3dcdb6a87ee029cbd87b3140d36e36c3,70,0,2120,12/31/2015 6:00:00 AM,SFjnnyUDkpvnY1p3xMfKfeg2ybtGtoEKks,True,1,
3e05fa9a177a8c8ef4b1b03207393dd2,70,0,33666.67,12/31/2015 6:00:00 AM,RyiDCweBBokRgy4yioLUmFeR9Q8X2M2AXb,True,1,
3e354e3c1033b0472411075b2759db30,0,0,0,12/31/2015 6:00:00 AM,SHrMdU5swyZxFX4Yn7M8jS7WUwfZSCMBCH,True,1,
3e4acf07af1c6058972d528c11ad55fa,7.5,0,1440,12/31/2015 6:00:00 AM,SKG3BKUMU4BAcLRD7ayTYjXfnE9w2gTbwf,True,1,
3e4e5ee66e0105c11dff0eed0519cf2f,65,0,148666.67,12/31/2015 6:00:00 AM,RyC3s94z9MXQEisaWK9WgFzxd7ZwDXuXEB,True,1,
3e8960e832e34aa6f8348a789241ba36,70,0,32666.67,12/31/2015 6:00:00 AM,SFzrQwKzrzKgtAefdgwUWdwPySntNCyvzn,True,1,
3eb05a28373fec3f42f509d5054de10f,20,0,17333.33,12/31/2015 6:00:00 AM,SGBnYw1FQWsvfSrvZiBMXrumY3a7S7xGZB,True,1,
3ed08d4479badd9f7c9f72517395dcf3,1.25,0,145,12/31/2015 6:00:00 AM,S19sqyYwVwae8Mhzf9wFgFkuXSvmvyzAdt,True,1,
3ef202c5eae1c741f20249cf8c3f4b6e,0,0,120,12/31/2015 6:00:00 AM,SJef7Ytf3gy3BYB3qhyB1iTzhAa4VefpBb,True,1,
3f090c97e6003a4e7f60bca926f30429,1.25,0,305,12/31/2015 6:00:00 AM,S6vs8WYAJTzeajyY96rkbxy4sakwX2S9xg,True,1,
3f6b519a871e698973d52a71deb53236,5,0,980,12/31/2015 6:00:00 AM,SGTiJftWSoX4UAvrgVGZUGpDj2wkSjbtgW,True,1,
3f6f1808dc62076f173c4d4e6c2035fd,185,0,2154285.71,12/31/2015 6:00:00 AM,SDmqqkcBjAW6hsDH16hJpigp8c6LHa7trG,True,1,
3f76bfd298e0617add592aeb73ba7dda,25,0,58666.67,12/31/2015 6:00:00 AM,SC9Hpn2ACYx2dfmTACriY3oYXr2Rk4t1vP,True,1,
3f881f4b664c9db67e8f6e0a08c1b1a5,60,0,17000,12/31/2015 6:00:00 AM,SDitpnFXny3JhHnV3dsZ3gM7KV5HHb3Mq5,True,1,
3f977b892b37aa37db85371d87b449a1,0,0,0,12/31/2015 6:00:00 AM,SHaX9Wjy3CjrNRue57M1P7gMJk9bz9qdo1,True,1,
3fcc2700760a883e77fd0296340e8a81,1.25,0,180,12/31/2015 6:00:00 AM,S3yPVKkRay82uEG9dH4mEHTzjotX2Tm3tn,True,1,
3ffa93870242cb637e9f3e49f5a454ac,1.25,0,370,12/31/2015 6:00:00 AM,RxCNkxsVMKHhjphRfeBBq9Yg5PY4MwPuqG,True,1,
406c86e75c3b4fef881419c5815eb2dd,0,0,0,12/31/2015 6:00:00 AM,SK5dgpUFkN9hxhF9qnY31Yh8c4VYWnCsbn,True,1,
40b92961eb81466393f59dc5a454a7ae,0,0,0,12/31/2015 6:00:00 AM,S2wgsZ7EPRxHGCbiCjbC4cagikyr8JTMFK,True,1,
40c2abbcf377707db61c25096a9ec11c,7.5,0,1520,12/31/2015 6:00:00 AM,S38HJvyxoxnLcBiD5QhkE7rujcCWXRniFt,True,1,
40cab9091bb6dbcd764effbaefe705b8,21.25,0,8000,12/31/2015 6:00:00 AM,SFQ5vnw6c3MrtDVt1HdJX4psWAC4toJ32g,True,1,
40cdad77253bee7dc0a9e3efa0614821,0,0,0,12/31/2015 6:00:00 AM,SJxJbb3byD9pLAX21TE5RRFbYtxTZeCKDE,True,1,
411567587e0d91da48f891aef5b1e218,520,0,664000,12/31/2015 6:00:00 AM,SF3oXQ5Xhi48naFpKqRgqD97KF1LNwhVxm,True,1,
4127b74138df74bd736ff028d73cd6d6,2.5,0,1240,12/31/2015 6:00:00 AM,S3DA4jySQA29vmcqtiVANmhaJnazjZ4d8p,True,1,
41aa6d51887f593476c9c702bf2fe8f3,0,0,0,12/31/2015 6:00:00 AM,SCandymTQhJw9jfiy1mWe5HntjATqUYqSC,True,1,
41f829072340dc99f5fcded030a2d3c8,0,0,0,12/31/2015 6:00:00 AM,SEz9de89cKkHrTrUCanU57NeF973NBzz6w,True,1,
421d8fbecc55a34079e07a6b66b73cfa,0,0,0,12/31/2015 6:00:00 AM,S5NkFrskF21KjMYa1PjZCw1JW95MLYRnvc,True,1,
422c4bba8f44fc16c47eef77cc534133,2.5,0,1600,12/31/2015 6:00:00 AM,SLeRbvVg58BsQtSh79oJb4jiLe8m3HB2Ls,True,1,
426f4bff91497b62e7b348eb24285945,1.25,0,2840,12/31/2015 6:00:00 AM,RymWC7qSNZ9682DmTEAYbZujiD3yzPoMHh,True,1,
4272600f3861c6bc36e649e0ad3354f6,16.25,0,235,12/31/2015 6:00:00 AM,SGmgFiKLSB34W9N1pQSKW39jKfFVTEmb4K,True,1,
427e9faae0501a3dca3521b1dc599e86,25,0,1840,12/31/2015 6:00:00 AM,S2vP1iKGJp9nRVkCprvv7PaGic4iqVuwQQ,True,1,
42b1f3a6909a00e7d4014a8f8a8c86c5,2.5,0,1120,12/31/2015 6:00:00 AM,S4Q8bD1ECrwQeegvKDf9uN2nhvXAK66VVY,True,1,
42cd7cb96d8cae69169906fa4a52157a,240,0,60000,12/31/2015 6:00:00 AM,SHitBy8XURzqwyqNSyH7z916UEeHeV9im6,True,1,
42d29ee0b373e4de49973cc498fde5e2,0,0,0,12/31/2015 6:00:00 AM,SCTesXzj6TYxo714tSajjCYHMbW6Y2uavd,True,1,
431dbc70042c053bef1b21525d40bd86,0,0,0,12/31/2015 6:00:00 AM,SK5dgpUFkN9hxhF9qnY31Yh8c4VYWnCsbn,True,1,
43556b0013696a3ba18cc20c6fef363e,0,0,0,12/31/2015 6:00:00 AM,SHRfJUcJpkYYDWCPKWxde7EbZHf2LXBVHi,True,1,
437478cfffac5b7f52893a470f201886,1.25,0,110,12/31/2015 6:00:00 AM,SJka7SdEgvf16ZGXf6icWUh4xpNn8vVaCr,True,1,
43ba1b6cfd38c2dd0128dbe434310c52,95,0,13166.67,12/31/2015 6:00:00 AM,SKG6Dr1kAqWpsizopRpPL4vhNVXBqKodAo,True,1,
43c7e81d99231671e26fb3bb081a5d40,1.25,0,6560,12/31/2015 6:00:00 AM,S2Fo1Z9SAziDBMTfqDKRgKPq8ccNbiWURP,True,1,
43cedbe4f574b474ab5cda7102abcdb5,2.5,0,2040,12/31/2015 6:00:00 AM,S1zEpssQcn1ui1qAfJKgopmig1b6pYQ6gg,True,1,
43e1111e8b2b6374e7778952eb7c39de,10,0,11166.67,12/31/2015 6:00:00 AM,SFhHGrUwY58FH8CttcNcRnrv6QBUL2eBQw,True,1,
440701dcd125f3d5070c52fd1ac34767,18.75,0,3880,12/31/2015 6:00:00 AM,RzS8VcKU4qm7iJXk1iHz5GS6QXCAj3tU4W,True,1,
440c1e6dbecd19b11dded8551d59a684,3.75,0,29833.33,12/31/2015 6:00:00 AM,SFmjB3nZLN8mts3WgizxwfyKWkLDfk4YRj,True,1,
441fe49bf9fb4ffa7b61a12cf3bbfcca,13.75,0,4600,12/31/2015 6:00:00 AM,SAuqkeN86YEXigYqraqUPjzxWdtZzhvJUZ,True,1,
4432c96ebdda1d8275dd6fcd24785b8d,0,0,0,12/31/2015 6:00:00 AM,SBP1RGfNGHjTmFDTckunZxHyyrdz1fSmM6,True,1,
443b31b51ae18ec917c7a52f4a84bd56,2.5,0,120,12/31/2015 6:00:00 AM,RzX8i2yhzTp2Fke3wKvnEP5PE1T6KLj28r,True,1,
44b370244b758a353bd601852a253812,35,0,12166.67,12/31/2015 6:00:00 AM,RyUX8JVMK2FqufzES7dAsdAfvL9VrsHrNh,True,1,
451889758cfee0a56f3978d269ea11be,35,0,18666.67,12/31/2015 6:00:00 AM,NA,True,1,
45272229fb8fca150b3af5136f4799dd,155,0,4785714.29,12/31/2015 6:00:00 AM,SAw6dAHTe2oZQTkLGCRjakB5pyHBu8hsAy,True,1,
4559676d1e854d8a010fce8fad1e1db3,0,0,0,12/31/2015 6:00:00 AM,SJkH3WuPQKwBjqQTo9TBiRZArAB9f1RLS1,True,1,
45598a5ab303b3ce6cf4ee8bdf94a02b,0,0,0,12/31/2015 6:00:00 AM,SL3yVNw8BoP1TjdNTKAn66AAsxNmaChfFi,True,1,
45c47346d6fcba94aeae39bcec2c1409,230,0,7810000,12/31/2015 6:00:00 AM,RxoVbZ2NbDuweejqTURn4QMmhLwWxmteyA,True,1,
45e08436f137df8ea3beab49f8ac1f32,125,0,5480,12/31/2015 6:00:00 AM,SJwrDca9Mp7MALMTxEVtNDxS3SsBBrc46D,True,1,
45f42ab171c7afd5022f12990084d67e,0,0,0,12/31/2015 6:00:00 AM,SJBVVJLXBJYiBKXwzThzhDK4Es28vZmbGq,True,1,
4651d5673898d350eda2c9c424b931e6,235,0,557333.33,12/31/2015 6:00:00 AM,S1r41M1mAucPW19H1Sqp37w5ye5ff3R8yd,True,1,
4652196ae7fc38108cfcf6525f32f954,1.25,0,1080,12/31/2015 6:00:00 AM,S8ig6NLG2Xj8hxmgDRVDXzECPtikUsqy18,True,1,
465779969936030d207748323616cb46,115,0,196000,12/31/2015 6:00:00 AM,SCCiTa31MjxcYdKrSNQa32zWPoxGtgDN4z,True,1,
4697d0aa775b13b8449c1c53c0de18aa,105,0,28333.33,12/31/2015 6:00:00 AM,Ryv9faigiv6iJntatXnYSr5RaoQZo49PAd,True,1,
46a7166c02e1a26f74dec5124a98a637,0,0,195,12/31/2015 6:00:00 AM,S3Xt9SrVemy4fkv3fzpHcDszp7dES3VsPC,True,1,
46bb6aa13242b9dd2bc9b9685a8b48bc,0,0,0,12/31/2015 6:00:00 AM,Rx827WUH6VS9UmFReQPL9JMgCiWdrjcs6t,True,1,
46d62d810caf68b7907d1aa14759579a,3.75,0,640,12/31/2015 6:00:00 AM,RyGL6EFtkH39iNpzrnmGmRFJnjG6j6wgLk,True,1,
46e35c04a2e1132c063c45fc10d06674,5,0,9480,12/31/2015 6:00:00 AM,SCCnNiVeXvR4wqH1wn4JwEtMiqA4DATxM8,True,1,
46f6da7497720933204d7cc478619bb8,3920,0,10022930,12/31/2015 6:00:00 AM,SHVHT377ADPh7R8mqCvLVZxDr24YidmyHZ,True,1,
4756c768ac28e6c283cf4d7ea1d345fe,0,0,0,12/31/2015 6:00:00 AM,SAbVJNdDwsMwGMhJnuzg38XJ1sJHbgDFZE,True,1,
4777a80b099907e0685baf318e05651c,3.75,0,1360,12/31/2015 6:00:00 AM,S6NSfx77NyKf8GWYqbkSH8Ttxrbgs4UCxL,True,1,
478fb0989395626b0ed99d654900f09f,0,0,21.25,12/31/2015 6:00:00 AM,S58XJbhyEexTtp2rRYHKmU6KuabqHcb9Up,True,1,
479e1d93440d098915b4df61f71b128e,0,0,0,12/31/2015 6:00:00 AM,SEPzcz7jz78NTYBTbfB8tU8Ge7WpzvznVk,True,1,
47bb21e37f789e35f0b86fce4459caeb,0,0,2760,12/31/2015 6:00:00 AM,RzXisvCutCdsb9NRHpKqa7pXHXT7brWqzM,True,1,
4868380a717698b6c122fbd20048ed99,0,0,50,12/31/2015 6:00:00 AM,SCaqrZhsRJnuxYojK7AQKdhe1iSaKaZ4gw,True,1,
48818a8cc90115afb18cddf99e200e83,10,0,129333.33,12/31/2015 6:00:00 AM,S5B62X7iPLw43bNY4hwBpokvzpmn4HWNYU,True,1,
4885d2e2c3318337b8da591ab58896e0,150,0,228000,12/31/2015 6:00:00 AM,S8gSERcs9Gidj5VSu5waW2AJ71K5nD3HmZ,True,1,
488d4fb8f2edd599aece8f4332f5b09c,75,0,172666.67,12/31/2015 6:00:00 AM,S2vYkpU9e4krz574iRDB5k5YrNzAJxcyvM,True,1,
48a89d85d482afd376aafc5a4936cc0b,0,0,0,12/31/2015 6:00:00 AM,SHVHT377ADPh7R8mqCvLVZxDr24YidmyHZ,True,1,
48bf0b0ee257b412904bc71c0c9a0fdd,0,0,0,12/31/2015 6:00:00 AM,SFR56EDzY9iHui3BAK7Kk6AFtFa6eHsKoF,True,1,
48e9637eb4f748b1d6ef0bf78aefeb88,5,0,330,12/31/2015 6:00:00 AM,SBs1wZdfUygGwa6zednPh74YP8EMgo5wbj,True,1,
491815eebcf9460f982db1f64d045193,310,0,456000,12/31/2015 6:00:00 AM,RxvhWRHvY5ewj77HdGvTcUyGTsGShVyUDg,True,1,
4940cdad64fbce1173a91ae59d5ef450,1.25,0,110,12/31/2015 6:00:00 AM,SBTA4nesiJVsdZ1nACWB9uLurF89gdZSgd,True,1,
494381c8aed4df72afe86363581783f3,1.25,0,360,12/31/2015 6:00:00 AM,SDu8ywr9fxXKL5Mx5kh4DyA6SRQeaeCNhe,True,1,
49571d63665deb7c40e80183bcca411f,20,0,5360,12/31/2015 6:00:00 AM,SMGbncVWFSsbp1ve7zrmT5DxK6XqHE36Nx,True,1,
495ab3a5de85166ef3ecb6f4f638cd29,180,0,971333.33,12/31/2015 6:00:00 AM,SJmCn7txNN8KP3SHf8uJ5c1afPoidcH16V,True,1,
496312cc8a6b929226ec68bf90c560d6,270,0,1148571.43,12/31/2015 6:00:00 AM,SCvpaRU6mULZWRas9kNQMhzkeT3mKtWAVA,True,1,
49f5ee42d57dd4a8f9660e457db5101a,21.25,0,17728180,12/31/2015 6:00:00 AM,S8PfDuBnMF9ep4ML5NUpTfk1pEpikjPqh8,True,1,
4a036136f0f6111fa9e01e89e49ee5cf,0,0,0,12/31/2015 6:00:00 AM,SJgRGZDhC1V3NHjXBrz62vjscLduWSX4M2,True,1,
4a75a7655e9876e12ec18681ad3bcdcf,140,0,30833.33,12/31/2015 6:00:00 AM,S3zxVcr48WpwhzXKdNVAVQyLkFfpH7SwJ4,True,1,
4a838f07b8f6ddc77f57a3fe2e691f48,0,0,0,12/31/2015 6:00:00 AM,S4tWFvdQqjm5ukM9NNR39kJAKSefa4SgMn,True,1,
4a9ffedef129ec46b851c9f7cc117b3e,315,0,12426090,12/31/2015 6:00:00 AM,S5TZMfeCckTnLCFak6U7uzfDhb6XBRgbG9,True,1,
4ad00bcdafed045e864641e6395b90c3,0,0,0,12/31/2015 6:00:00 AM,Rxfpgoyh8GnqSh3PiMLTfmuN8VBUA8Mm9K,True,1,
4adfaf55a46a6cce18a3df00d4d399ae,95,0,46500,12/31/2015 6:00:00 AM,SAfi7Pr6cfcrG16KmHRzyxbKqdhjEPjTzT,True,1,
4b2607edad8274de75f1ada03dcfdc7f,0,0,0,12/31/2015 6:00:00 AM,SKPpWWobsjv1DMuPT2KbFy4cSxeTXcVE7x,True,1,
4b8083b68e6f7157a2b827f5d4bab3de,1.25,0,95,12/31/2015 6:00:00 AM,S6qtkYd2k7KfgNvaHG5YT4Cm9mWTW9TXSK,True,1,
4b810dec0a107f45a5239d598e19faf6,0,0,270,12/31/2015 6:00:00 AM,S3BaN1fJCNFYcGLWAVKZ5oKvazeMuRKZ1G,True,1,
4b8e3ec85b189dcdcce34ee2e74bcfcd,280,0,14833.33,12/31/2015 6:00:00 AM,S2YZNuW6hSHZG6yq4J55UJTDu3xPHPjgDz,True,1,
4b97b2324d009d4dc442c62ee376ca6d,170,0,3280,12/31/2015 6:00:00 AM,SJWdqFNhDQNJ3B4nmrNh7iXhciDVeC547V,True,1,
4b9823f07a8c6dd7543c64846f9508a5,0,0,0,12/31/2015 6:00:00 AM,SDw6gmJqMgtoykqfB7jAWG1eoifnyJT7iB,True,1,
4ba2ff7b35afa8583d46853ea96f14a4,0,0,0,12/31/2015 6:00:00 AM,SFzYijvNF77txLMjdJDf7L4ywogF9V7TEp,True,1,
4bcf0905cadb3d0f1a5c9817beb9f3fa,1.25,0,35,12/31/2015 6:00:00 AM,S1W57andVtJyzA9vaww1FdQBmUjfXYb5d3,True,1,
4be4b1b4342fdff2d5392d434bff0351,1.25,0,60,12/31/2015 6:00:00 AM,S4T7d9YeH29FzAmNK2k4NdHMFYk5nPWujp,True,1,
4c1f9204c98f33570d968aedae2b071d,0,0,0,12/31/2015 6:00:00 AM,Ryeyd9q7Dk8mmRMsah8dQDrLTWEurdjTkq,True,1,
4c905e095401255ab9bb75cb7ab02ff0,25,0,66333.33,12/31/2015 6:00:00 AM,SH5kcJ5kB7siyRJDNH7rLKmUt2fnYXaMZv,True,1,
4cd0af46407dc49ef0ea02424cd8f6df,3.75,0,1440,12/31/2015 6:00:00 AM,RzbypDSjzcSTstrekKhzBeds4CfAZABDqb,True,1,
4ce6fcd101efb9bbed97c462008bb7fb,8.75,0,24166.67,12/31/2015 6:00:00 AM,S472GzfNYguWvX1RwWyDgQVuYe6n6YERBh,True,1,
4d1b3003346e90e5fc282d13dc21fddc,2.5,0,90,12/31/2015 6:00:00 AM,S2UzSppqETMZwZRBqdjVqfPMfbXm6dCMPb,True,1,
4d20861712f4e56d8e0ce5aaba5d1611,85,0,15166.67,12/31/2015 6:00:00 AM,Rx7tBbuUPoXsWavY6EW1ysMC1rzeHjoXKD,True,1,
4d69be38d1ee1cda339425600732f38c,17.5,0,136666.67,12/31/2015 6:00:00 AM,RzPLsCXFd5f68Tzch1aBtAKVb5Fme9YJLj,True,1,
4d788f71b06c61fb6ecdb95afd352695,450,0,64000,12/31/2015 6:00:00 AM,S9vEB7QiDqeM3H5PVX9u9iCJ7kS2S65jXs,True,1,
4d7f063b3512fd81cdff6ed5a54ca956,0,0,0,12/31/2015 6:00:00 AM,SHKtzJ9hsxuThBidDAeRyqALNFGihsRC7M,True,1,
4da3743bb4071d6cc28bd862d7ca99ff,60,0,1360,12/31/2015 6:00:00 AM,S9ViBvqtHgp5SJPKaz4r8waxc5EiFYkqZd,True,1,
4df9b9a9dbf396750bfbd7ca7d02407c,17.5,0,4960,12/31/2015 6:00:00 AM,S85awamzQy33NjjdDKgQobnvPB2tWeZ2cY,True,1,
4dfcaa200582aa2bc6615fc187d5dc83,1.25,0,130,12/31/2015 6:00:00 AM,RyaLQidQCYCQL1Wm9K7nXWQtsgR4WUWZAN,True,1,
4e44a7591f907d3cda623172e2c000ef,40,0,162000,12/31/2015 6:00:00 AM,RxwA5y9nWg4H9fgeiB3gBPVBTQ59d599Bm,True,1,
4e6f3cf0cc11e5f987ffbc2a292a355e,0,0,0,12/31/2015 6:00:00 AM,S8PDZBmzqWre4NWahaeGnaDXViWTUdbm7C,True,1,
4eb494a5965df4649579aa76e2774886,45,0,1480,12/31/2015 6:00:00 AM,SDyJAmetqw8CmskCdhDwxLdZJha57R5gV1,True,1,
4f01da418d6a3df83f422ced1a5bd6a6,25,0,3040,12/31/2015 6:00:00 AM,SDFHwbPtjWM8PmYHG2HCNqHqjJ34ntares,True,1,
4f1f8b9580f91f5d6953fe9672b1f023,0,0,0,12/31/2015 6:00:00 AM,SFzYijvNF77txLMjdJDf7L4ywogF9V7TEp,True,1,
4f33ed2171ecddc58847017694ae124d,250,0,82666.67,12/31/2015 6:00:00 AM,RzEDwcimpfD9dNJd6KFHSZ5yBthpUY7eSp,True,1,
4f424418bfec05de2144415cb222df7d,0,0,0,12/31/2015 6:00:00 AM,SJrzhxjjwH1suDBhCijJU5u4VNE48crJbi,True,1,
4f59d04e827bf4ac631e6b1a3174ae29,0,0,0,12/31/2015 6:00:00 AM,S2UrAuMro6yR41UZhJktY8tCuiQNvEmDJB,True,1,
4f7aa101635d9ec3b979c5b8a2c95e07,0,0,0,12/31/2015 6:00:00 AM,SEenQFLKeyH9HJoAiksJLBTtdCHMHLWkxG,True,1,
4fe43a5be9576d8ac9299ef9ed420a85,1.25,0,55,12/31/2015 6:00:00 AM,SBqf1xiDho1P4rn9NDTNafvwZtdf4ABKsZ,True,1,
4fefa7015c6faabc4a903645c546fcf9,10,0,450,12/31/2015 6:00:00 AM,S3M8MzVuNejCder1fH7ekZNrujZj4UnYK3,True,1,
4ffd14572a01677ed3607b418c1ae381,1.25,0,245,12/31/2015 6:00:00 AM,SGjbGiBbjEDkrhMjzuG5Kk1efCCcBUVE52,True,1,
50055a087db031e67a64e09950212220,280,0,966666.67,12/31/2015 6:00:00 AM,S86JVbsa5M636ZY5hXKhdjNHaG1LNoed2k,True,1,
5037cfde00dd379c7593520440b8193a,50,0,11500,12/31/2015 6:00:00 AM,SCFnvkgwuDmWG1WFPXfnvmmCiHWAcsoQBr,True,1,
50470fee32df49a5d52696d3f72a4ca4,0,0,0,12/31/2015 6:00:00 AM,S8uM1DYBtNmUea3o1UtaY2hAfe5ihcrFyQ,True,1,
5053afa1d562765d3b534c185fe410d1,16.25,0,1240,12/31/2015 6:00:00 AM,SBTCPLZQwkKZH436pF4y2nWVUcDh661o6E,True,1,
506fae5f99c38495dc935836a1ff2d8d,0,0,0,12/31/2015 6:00:00 AM,S4KyMAUDruh2BP2pt5GT6R8yBoDJfUMqqu,True,1,
5076ce51242c2ea7060f2a860ce30700,1.25,0,115,12/31/2015 6:00:00 AM,SAfvyBb9Zarmve1FWGERVjeLFt5mYYFkJa,True,1,
50c49c94c2d3e43657eedf009e48c5a4,17.5,0,27166.67,12/31/2015 6:00:00 AM,S3P7vuitJN6Jm1EPBCn3MVJJ2uy8brNhDS,True,1,
50c6b48ca56262ae211cf06fd263997b,0,0,710,12/31/2015 6:00:00 AM,S7hztxgvGNtrpLZsoneBsK9ccq3Q7moxzZ,True,1,
50ce56dd2974fdbadedd4be6522ea11b,0,0,20,12/31/2015 6:00:00 AM,RxaFk47f4jPFVLLFK7z9dkEVJEobJH388M,True,1,
50d9f166778f02bf30ac3a60f3701e19,130,0,6840,12/31/2015 6:00:00 AM,SE11QvQrGScFvkxUeZCKskc4T3NhX6xoJG,True,1,
50fac156b7cdce08620830b57612dd34,0,0,0,12/31/2015 6:00:00 AM,SLRdfh2hjo9WNuT6EXttyM4GsXU4j1C5zp,True,1,
512727e78677d5a6c472dde463623712,6.25,0,315,12/31/2015 6:00:00 AM,RxGh7JGFQ8vGvGsRrsxKNREEXCBCETUhJk,True,1,
513af4784ff3a8a432ed01978fcf8239,5,0,4080,12/31/2015 6:00:00 AM,SDXQHwvCgduUkgyNVdHrR8C2HfVwRoe9ky,True,1,
5156c8cd048082ac367fcb3385a6bcfa,115,0,46833.33,12/31/2015 6:00:00 AM,SEsLiCBCx5VqNfKB7YoNBBa2HMwreu6ZVF,True,1,
5188365b01e83b3244477e8c9a0062f7,210,0,10500,12/31/2015 6:00:00 AM,SGMxjwKc6urn81VGg22spCtKDM8ZRF7J7c,True,1,
5197047ee3ab232f6d1b99ce8003963a,7.5,0,2840,12/31/2015 6:00:00 AM,SKnDhiyWhj6YGDtZ3GL4KHhrMARgR9kvwv,True,1,
519f06add27633f6a10982739fc7caeb,0,0,0,12/31/2015 6:00:00 AM,S6HLr6v38cyiApoSCchSkec5CykxeMDRVN,True,1,
51f55f57fc66310d8b4c3e97edf2e807,80,0,23000,12/31/2015 6:00:00 AM,S2qr3RBEhFMYtimUCHytYUniHZSG41923h,True,1,
5218e40846677629225f0c6bd5fdf428,230,0,25333.33,12/31/2015 6:00:00 AM,SEVGTDGMsfSfP1xX89GXhsESQSSBd58QRv,True,1,
522d809340a972e85b1a20f0870219a0,40,0,1840,12/31/2015 6:00:00 AM,RzfMe9RqsbjPAzbegiyymhmG6gzhPCDJiS,True,1,
5236ad1797b8963e58e6d24f73d09163,1.25,0,135,12/31/2015 6:00:00 AM,RyMpP2emyBVc1S9T5MuS8TZvzgfFMxfH6e,True,1,
524f058611f557dade92699fe7b5abfd,1.25,0,520,12/31/2015 6:00:00 AM,S3VqVAwxmeNA73UcdZoDMXwsRrnxsqVfM9,True,1,
525868f6be8d5280949649a5be3f5837,13.75,0,1440,12/31/2015 6:00:00 AM,SG7Jaid6Fmxms3SiErYHutZCVCxV69nZUm,True,1,
526203647fbb0a25fb89a367b450524f,0,0,0,12/31/2015 6:00:00 AM,SFzYijvNF77txLMjdJDf7L4ywogF9V7TEp,True,1,
5266b839f53e6ef0464d481d5dfcded9,5,0,13333.33,12/31/2015 6:00:00 AM,SH2sV4eKQQgvbzRao98MJnf2Q7qX8BVYVs,True,1,
5278a74199a304180fe0e8de53b3cacc,22.5,0,38166.67,12/31/2015 6:00:00 AM,RyzdZnjjB9TtBAX4XZ7TkhLKTu8Mc9MwpX,True,1,
5284a671f1cc0fcefda27210c0867767,5,0,25000,12/31/2015 6:00:00 AM,S4S4a8d4eB1FLn9517K8MEwW5a8wEjtkbC,True,1,
52ba2e69df84959ccaf2a4b64add7c16,1.25,0,700,12/31/2015 6:00:00 AM,S3LZPc45r4Qafj8qZmpkpZD3Z9HWKUPGwh,True,1,
52dfa6612a2aa3595700aa47c4a7a979,18.75,0,20000,12/31/2015 6:00:00 AM,SK4BTXAzVZ5rnoBtAgVP7Nnrw7rEKRGvGy,True,1,
5301b0579548e81513ca18197df154f7,2.5,0,58333.33,12/31/2015 6:00:00 AM,SEDVfBNNy3qz2iJr7vHrHqKDWJdNsxokVc,True,1,
