CPID,LocalMagnitude,NeuralMagnitude,TotalRAC,Synced Til,Address,CPID_Valid,Witnesses
3da7394963426ede9b7b4e2e0e79a4c3,80,80,35333.33,5/9/2016 6:00:00 AM,S8WtMCJTqkjSpJMPpZ4nk3E3oZFPiTz8MR,True,1,
3db5450ac28ba8adea4982aa0c7b896c,1.25,1.25,135,5/9/2016 6:00:00 AM,SLXS29URPWGv8HqmnWmFQziDTBcbCvTe53,True,1,
3dc17964f3b544c6ef021e8c7ec49d3b,0,0,0,5/9/2016 6:00:00 AM,RyzdZnjjB9TtBAX4XZ7TkhLKTu8Mc9MwpX,True,1,
3dcdb6a87ee029cbd87b3140d36e36c3,15,15,520,5/9/2016 6:00:00 AM,SFjnnyUDkpvnY1p3xMfKfeg2ybtGtoEKks,True,1,
3df6e3662e9fb9653957f8c0866c4e0e,185,185,238666.67,5/9/2016 6:00:00 AM,S7yPGSGskqf8vWRLUeT5VUk2d7pL7D9cjs,True,1,
3e05fa9a177a8c8ef4b1b03207393dd2,60,60,34166.67,5/9/2016 6:00:00 AM,RyiDCweBBokRgy4yioLUmFeR9Q8X2M2AXb,True,1,
3e2fc8eb3ce1313b89a9cedf7fe3ae5e,175,175,28666.67,5/9/2016 6:00:00 AM,SGifweGTX8TqKMFuaq5dL2CRDi1ESKTC3M,True,1,
3e4e5ee66e0105c11dff0eed0519cf2f,21.25,21.25,95666.67,5/9/2016 6:00:00 AM,RyC3s94z9MXQEisaWK9WgFzxd7ZwDXuXEB,True,1,
3e824ac3dd1aa2c340274765a88040c6,65,65,722666.67,5/9/2016 6:00:00 AM,SA2GmiepxBpzYV3stjfHpr162mMn2e7XZo,True,1,
3e8960e832e34aa6f8348a789241ba36,7.5,7.5,1000,5/9/2016 6:00:00 AM,SFzrQwKzrzKgtAefdgwUWdwPySntNCyvzn,True,1,
3eb05a28373fec3f42f509d5054de10f,10,10,12833.33,5/9/2016 6:00:00 AM,SGBnYw1FQWsvfSrvZiBMXrumY3a7S7xGZB,True,1,
3ed08d4479badd9f7c9f72517395dcf3,0,0,0,5/9/2016 6:00:00 AM,S19sqyYwVwae8Mhzf9wFgFkuXSvmvyzAdt,True,1,
3ef202c5eae1c741f20249cf8c3f4b6e,0,0,0,5/9/2016 6:00:00 AM,SJef7Ytf3gy3BYB3qhyB1iTzhAa4VefpBb,True,1,
3f6b519a871e698973d52a71deb53236,6.25,6.25,1480,5/9/2016 6:00:00 AM,SJbjPju48i8ixthcLraJNSnhKqbrEhZUvE,True,1,
3f6f1808dc62076f173c4d4e6c2035fd,1.25,1.25,10000,5/9/2016 6:00:00 AM,SDmqqkcBjAW6hsDH16hJpigp8c6LHa7trG,True,1,
3f74bed2ec0ac701bac0e3cd275b7b18,0,0,0,5/9/2016 6:00:00 AM,SHLj23bie7uHzGSgpQQmUPgwymN9ajQNdg,True,1,
3f881f4b664c9db67e8f6e0a08c1b1a5,40,40,16000,5/9/2016 6:00:00 AM,SDitpnFXny3JhHnV3dsZ3gM7KV5HHb3Mq5,True,1,
3f9566cd97f3bf9ef2d44091d6f0e0bc,1.25,1.25,135,5/9/2016 6:00:00 AM,S8MjWuPxEJssvmUafK4uWDXjXACesCPvwC,True,1,
3fed31770adca68e60b7d6abba4440e7,1.25,1.25,80,5/9/2016 6:00:00 AM,S8C2ZNroibGbHQmbdhMduDTLuE7sjZUMFN,True,1,
403758c020b60a4e18ab2e916ed07752,7.5,7.5,1040,5/9/2016 6:00:00 AM,S3whCoBvNTp3XCFQaHJ1nHhrtBRt4x2GjP,True,1,
4051d7a8971033dd996226adee8a2637,30,30,15166.67,5/9/2016 6:00:00 AM,S1UStTm5m5KJxS75agi4jB956oUUzwFMTc,True,1,
4077daa237c6a89b1de46427ba6aeea3,12.5,12.5,34000,5/9/2016 6:00:00 AM,RxDUvgj1wVtvq8yVUSmDUDVAa49zLtuxVS,True,1,
40877ae302b2eb128737ef048aaa9782,0,0,0,5/9/2016 6:00:00 AM,RyGRXEa9YHaeLvzzsFr21rdrJoAR9Cj5h8,True,1,
40a5898839aa38c686d835f2a7fa93a8,0,0,0,5/9/2016 6:00:00 AM,S2ypj11YumdbHr5S9TAWXfSpdRTHhCURLw,True,1,
40b92961eb81466393f59dc5a454a7ae,0,0,0,5/9/2016 6:00:00 AM,S2wgsZ7EPRxHGCbiCjbC4cagikyr8JTMFK,True,1,
40c2abbcf377707db61c25096a9ec11c,2.5,2.5,510,5/9/2016 6:00:00 AM,S38HJvyxoxnLcBiD5QhkE7rujcCWXRniFt,True,1,
40d4e5fc314e99c7d50f1bab5338b03c,0,0,11.25,5/9/2016 6:00:00 AM,S2P6cmBX1fH4smGT63q8YironwJFNfgDUS,True,1,
40e072e874b9f8f232614980f5989a94,7.5,7.5,1200,5/9/2016 6:00:00 AM,SKsfsifTTwnt2swkKCtp7gs1kidt5S4rpf,True,1,
411567587e0d91da48f891aef5b1e218,860,860,970666.67,5/9/2016 6:00:00 AM,SF3oXQ5Xhi48naFpKqRgqD97KF1LNwhVxm,True,1,
414c02bb699fa090101be9973ee159bc,0,0,0,5/9/2016 6:00:00 AM,RynRWqAruNHWHvXd9N7phS9ATFuJwBp11w,True,1,
41673536779bb905954e764c2af3fde9,0,0,75,5/9/2016 6:00:00 AM,SGhzfGFAYjN3SgYLUzYacY4JfZpFuLWwMZ,True,1,
41aa6d51887f593476c9c702bf2fe8f3,0,0,0,5/9/2016 6:00:00 AM,SCandymTQhJw9jfiy1mWe5HntjATqUYqSC,True,1,
41f38aaa26f9dcc3ce78e243e2c71b4a,16.25,16.25,9120,5/9/2016 6:00:00 AM,SBGmYVDidvHqeyruazHsYjYgjS1MCLbHuL,True,1,
41f74199e5d4bebc6feb7d225507c2c8,30,30,102000,5/9/2016 6:00:00 AM,SAo9Eo2NWjC6G7XePn8Cqhgd3d5T6neQSP,True,1,
421d8fbecc55a34079e07a6b66b73cfa,0,0,0,5/9/2016 6:00:00 AM,S5NkFrskF21KjMYa1PjZCw1JW95MLYRnvc,True,1,
422c4bba8f44fc16c47eef77cc534133,0,0,0,5/9/2016 6:00:00 AM,SLeRbvVg58BsQtSh79oJb4jiLe8m3HB2Ls,True,1,
42442db166518ae7f5163b61dc1198fb,8.75,8.75,740,5/9/2016 6:00:00 AM,SCgzx9AVvg7V3V7bBTji6oTd3bgLH7BK7y,True,1,
4255bf7a07011016e9152f2cba514f6e,105,105,32333.33,5/9/2016 6:00:00 AM,S1vYwTn74Mk2SvNzcr9w4ihxBYfKEUT1qa,True,1,
426f4bff91497b62e7b348eb24285945,0,0,0,5/9/2016 6:00:00 AM,RymWC7qSNZ9682DmTEAYbZujiD3yzPoMHh,True,1,
427e9faae0501a3dca3521b1dc599e86,5,5,300,5/9/2016 6:00:00 AM,S2vP1iKGJp9nRVkCprvv7PaGic4iqVuwQQ,True,1,
429184ecc62b9251c67f7b50a8c13697,0,0,0,5/9/2016 6:00:00 AM,SKrHkPkqfGBstxKSjx52UEfw1piUEdTkiz,True,1,
4295655e6a6cdbe49773e1b971484b21,1.25,1.25,1960,5/9/2016 6:00:00 AM,SEDw1taAwZzNWMhSjUv3m6jsaxwDi4uBV7,True,1,
42990a4869530bad328676a1e3202383,6.25,6.25,1800,5/9/2016 6:00:00 AM,SBkKMWtH6oaQVJpd29Zdgrr6tECRG9AmHc,True,1,
42cd7cb96d8cae69169906fa4a52157a,50,50,2560,5/9/2016 6:00:00 AM,SHitBy8XURzqwyqNSyH7z916UEeHeV9im6,True,1,
42d29ee0b373e4de49973cc498fde5e2,0,0,0,5/9/2016 6:00:00 AM,SCTesXzj6TYxo714tSajjCYHMbW6Y2uavd,True,1,
42d30b9aa39ee569d5377935c1742699,3.75,3.75,920,5/9/2016 6:00:00 AM,SL4ZvEDbaWZ76zunt2P5cLem1TSL8aMLQb,True,1,
42fe4bd235e255bde334388b4d0829fa,0,0,0,5/9/2016 6:00:00 AM,SHoMNNsF3VjPPxXhEm8fWG5mDLSAKhVMeb,True,1,
4349db6b0ee7174cddb83435afded978,15,15,6000,5/9/2016 6:00:00 AM,SLBFwc8xgrVedwqSsTNPkbQXs7esvqs7UP,True,1,
437478cfffac5b7f52893a470f201886,7.5,7.5,46500,5/9/2016 6:00:00 AM,SJka7SdEgvf16ZGXf6icWUh4xpNn8vVaCr,True,1,
43b8a59ef82905daefb5eb81d0d3ee62,0,0,100,5/9/2016 6:00:00 AM,SHpTpCAQJGwfesL3QawTcFYHobG4WXi71o,True,1,
43ba1b6cfd38c2dd0128dbe434310c52,7.5,7.5,1360,5/9/2016 6:00:00 AM,SKG6Dr1kAqWpsizopRpPL4vhNVXBqKodAo,True,1,
43c7e81d99231671e26fb3bb081a5d40,0,0,0,5/9/2016 6:00:00 AM,S2Fo1Z9SAziDBMTfqDKRgKPq8ccNbiWURP,True,1,
43cedbe4f574b474ab5cda7102abcdb5,30,30,39833.33,5/9/2016 6:00:00 AM,S1zEpssQcn1ui1qAfJKgopmig1b6pYQ6gg,True,1,
43e1111e8b2b6374e7778952eb7c39de,8.75,8.75,14500,5/9/2016 6:00:00 AM,SFhHGrUwY58FH8CttcNcRnrv6QBUL2eBQw,True,1,
440701dcd125f3d5070c52fd1ac34767,7.5,7.5,1600,5/9/2016 6:00:00 AM,S2AAUXRjYSD6kPAiVRNzTApqgtKLmqWJES,True,1,
440c1e6dbecd19b11dded8551d59a684,0,0,290,5/9/2016 6:00:00 AM,SFmjB3nZLN8mts3WgizxwfyKWkLDfk4YRj,True,1,
441920c0580747893fe81134e6ce9ac8,0,0,65,5/9/2016 6:00:00 AM,SJafFZrraho6bgA9hsJ7BaRQFkG67NTttn,True,1,
441fe49bf9fb4ffa7b61a12cf3bbfcca,0,0,0,5/9/2016 6:00:00 AM,SAuqkeN86YEXigYqraqUPjzxWdtZzhvJUZ,True,1,
443337403aacb9796c858d0abc12a203,1.25,1.25,180,5/9/2016 6:00:00 AM,S5i62Ar7GGaagrbX6wNEoAq1ismJPUm8UV,True,1,
44b370244b758a353bd601852a253812,55,55,24333.33,5/9/2016 6:00:00 AM,RyUX8JVMK2FqufzES7dAsdAfvL9VrsHrNh,True,1,
44e699f5a989a1f3329b983740d3b883,5,5,1840,5/9/2016 6:00:00 AM,RxoE7LhsVQtfARR7cSeftCqiP8L2dtd13d,True,1,
4501046342f7387efab07c59ec7450fe,0,0,0,5/9/2016 6:00:00 AM,SM4eH41nGE6vDNY4ZAywb8aY8D6aHR1KA7,True,1,
45272229fb8fca150b3af5136f4799dd,180,180,4528571.43,5/9/2016 6:00:00 AM,SAw6dAHTe2oZQTkLGCRjakB5pyHBu8hsAy,True,1,
452f4fe38671498d2e1989e5d6c5195e,3.75,3.75,5720,5/9/2016 6:00:00 AM,S77pyG1gUz3nxtGoiEaJdGQbKR8EeZ7Fko,True,1,
4563338e20bb2bc44d6ea9dc28bb70f9,16.25,16.25,7240,5/9/2016 6:00:00 AM,S93DtmuBTqQp7pCBQwY4ZWvpTkbMfzXYcR,True,1,
45c47346d6fcba94aeae39bcec2c1409,1.25,1.25,5920,5/9/2016 6:00:00 AM,RxoVbZ2NbDuweejqTURn4QMmhLwWxmteyA,True,1,
45e08436f137df8ea3beab49f8ac1f32,245,245,8560,5/9/2016 6:00:00 AM,SJwrDca9Mp7MALMTxEVtNDxS3SsBBrc46D,True,1,
45f42ab171c7afd5022f12990084d67e,0,0,0,5/9/2016 6:00:00 AM,SJBVVJLXBJYiBKXwzThzhDK4Es28vZmbGq,True,1,
45fc2ca310236c0db8f4a8dfdf288e57,1.25,1.25,75,5/9/2016 6:00:00 AM,S3uSYF1joxpdCELEQWwUeogspX6xGrqj6q,True,1,
4651d5673898d350eda2c9c424b931e6,2.5,2.5,3280,5/9/2016 6:00:00 AM,S1r41M1mAucPW19H1Sqp37w5ye5ff3R8yd,True,1,
4652196ae7fc38108cfcf6525f32f954,7.5,7.5,4160,5/9/2016 6:00:00 AM,S8ig6NLG2Xj8hxmgDRVDXzECPtikUsqy18,True,1,
465779969936030d207748323616cb46,0,0,0,5/9/2016 6:00:00 AM,SCCiTa31MjxcYdKrSNQa32zWPoxGtgDN4z,True,1,
4658e0ad5a0ff70d988dde42c70cc77d,0,0,820,5/9/2016 6:00:00 AM,SLxnxKBe1vs6HVzu9QbaK2unHHHTq1yghd,True,1,
468d467a956bef9b58a1f550aa5159a9,1.25,1.25,980,5/9/2016 6:00:00 AM,SKkrwt9154qGWsCeEg3AMZDgPh1CKfa5P8,True,1,
469ed8ba99be847e52f92ca105165d56,25,25,56000,5/9/2016 6:00:00 AM,S77mQoazgUNE715pDXSSg9u1XW8iAvaTo5,True,1,
46a7166c02e1a26f74dec5124a98a637,0,0,0,5/9/2016 6:00:00 AM,S3Xt9SrVemy4fkv3fzpHcDszp7dES3VsPC,True,1,
46bb6aa13242b9dd2bc9b9685a8b48bc,0,0,0,5/9/2016 6:00:00 AM,Rx827WUH6VS9UmFReQPL9JMgCiWdrjcs6t,True,1,
46d62d810caf68b7907d1aa14759579a,6.25,6.25,920,5/9/2016 6:00:00 AM,RyGL6EFtkH39iNpzrnmGmRFJnjG6j6wgLk,True,1,
46e35c04a2e1132c063c45fc10d06674,5,5,9400,5/9/2016 6:00:00 AM,SCCnNiVeXvR4wqH1wn4JwEtMiqA4DATxM8,True,1,
46f6da7497720933204d7cc478619bb8,465,465,1125714.29,5/9/2016 6:00:00 AM,SHVHT377ADPh7R8mqCvLVZxDr24YidmyHZ,True,1,
46fd2e572bb1ae807fd5e01c8d3f68f5,7.5,7.5,3360,5/9/2016 6:00:00 AM,S7aZ7nbYTJA36yqomD39A8xVuNyTuufGVE,True,1,
46feb6362278e843ca5cf8697474ab0c,25,25,5848571.43,5/9/2016 6:00:00 AM,S8x9ARAMax7KTAT74hZVMAtCagEb2MAha9,True,1,
474302279655efd0a804d35808baa653,0,0,35,5/9/2016 6:00:00 AM,S1HdbfUAxiVTkEAYK3BDg2Vz1qLAk4kWD2,True,1,
4777a80b099907e0685baf318e05651c,0,0,110,5/9/2016 6:00:00 AM,S5UPkCeKzMTbCUMTYmQkjvaQbCQJMP5ckp,True,1,
478fb0989395626b0ed99d654900f09f,0,0,30,5/9/2016 6:00:00 AM,S58XJbhyEexTtp2rRYHKmU6KuabqHcb9Up,True,1,
479e1d93440d098915b4df61f71b128e,0,0,0,5/9/2016 6:00:00 AM,SEPzcz7jz78NTYBTbfB8tU8Ge7WpzvznVk,True,1,
47b7f1fa7b83dc21d3b722605d6076a6,0,0,0,5/9/2016 6:00:00 AM,RxYFFada8xn68d4LcvLCEi4FWxvYApJSso,True,1,
47bb21e37f789e35f0b86fce4459caeb,0,0,0,5/9/2016 6:00:00 AM,RzXisvCutCdsb9NRHpKqa7pXHXT7brWqzM,True,1,
47fd64da7505c89adafe0a128e9c0d6b,0,0,0,5/9/2016 6:00:00 AM,SEiDsUAMdFTBe6U3r7xseA7QYF2j96oSFH,True,1,
480e68a96727ac8d2d4391720ecb7913,305,305,20833.33,5/9/2016 6:00:00 AM,SEBWB6fMMUQNMXPqZX62kooSQaZdccUkFg,True,1,
48818a8cc90115afb18cddf99e200e83,11.25,11.25,140000,5/9/2016 6:00:00 AM,S5B62X7iPLw43bNY4hwBpokvzpmn4HWNYU,True,1,
4885d2e2c3318337b8da591ab58896e0,165,165,245333.33,5/9/2016 6:00:00 AM,S8gSERcs9Gidj5VSu5waW2AJ71K5nD3HmZ,True,1,
488d4fb8f2edd599aece8f4332f5b09c,50,50,126000,5/9/2016 6:00:00 AM,S2vYkpU9e4krz574iRDB5k5YrNzAJxcyvM,True,1,
489b07974e962a616156479d95d93edb,1.25,1.25,335,5/9/2016 6:00:00 AM,S9d2UvyW9vf6tPFyou72TcEhyX5Yqj9jgE,True,1,
48a89d85d482afd376aafc5a4936cc0b,0,0,0,5/9/2016 6:00:00 AM,SHVHT377ADPh7R8mqCvLVZxDr24YidmyHZ,True,1,
48bf0b0ee257b412904bc71c0c9a0fdd,0,0,0,5/9/2016 6:00:00 AM,SFR56EDzY9iHui3BAK7Kk6AFtFa6eHsKoF,True,1,
48e9637eb4f748b1d6ef0bf78aefeb88,1.25,1.25,130,5/9/2016 6:00:00 AM,SBs1wZdfUygGwa6zednPh74YP8EMgo5wbj,True,1,
491815eebcf9460f982db1f64d045193,0,0,55,5/9/2016 6:00:00 AM,RxvhWRHvY5ewj77HdGvTcUyGTsGShVyUDg,True,1,
493665a63e8c6515b4cf05ed818bbacc,540,540,1244285.71,5/9/2016 6:00:00 AM,S9CDQg4yP9wuBA9N5PkbUv6T5b4JokrjMQ,True,1,
4939eeea97b009be3297471f7c58c4b2,0,0,0,5/9/2016 6:00:00 AM,SJ5jWrNJeJ2Vf5nPSAsdhS391h9qYGcp7y,True,1,
4940cdad64fbce1173a91ae59d5ef450,0,0,0,5/9/2016 6:00:00 AM,SBTA4nesiJVsdZ1nACWB9uLurF89gdZSgd,True,1,
49571d63665deb7c40e80183bcca411f,23.75,23.75,2080,5/9/2016 6:00:00 AM,SMGbncVWFSsbp1ve7zrmT5DxK6XqHE36Nx,True,1,
495ab3a5de85166ef3ecb6f4f638cd29,25,25,144666.67,5/9/2016 6:00:00 AM,SJmCn7txNN8KP3SHf8uJ5c1afPoidcH16V,True,1,
496312cc8a6b929226ec68bf90c560d6,285,285,1342857.14,5/9/2016 6:00:00 AM,SF1V8bZ5aHqSMRv7vFbnyc7EXLt74Gr8Fq,True,1,
49970b82be2fc6d67ab78c3060e3485c,17.5,17.5,6000,5/9/2016 6:00:00 AM,SHRQDFqK7AMkpjcetYJUNJvsn2hatAuw26,True,1,
49f165229569bc8e7e49817686f8e23f,500,500,476000,5/9/2016 6:00:00 AM,SJ7Gd54EcXZ6dneuhXLHmLcErodmJVFH3Q,True,1,
49f5d6ae6795dc13de42bc56af591a42,20,20,5680,5/9/2016 6:00:00 AM,RzBKrT2TGFSUx4dLXmeXfNvm2J8nQWVLdd,True,1,
4a1717723a4d7a8957d92d1795d5125b,12.5,12.5,18166.67,5/9/2016 6:00:00 AM,SGV7rHSptSkrYiwzMX6krjxoG9ffzaq28i,True,1,
4a46f179a9db63cee678c988a3aa8741,8.75,8.75,19000,5/9/2016 6:00:00 AM,S8fm4esLHzs4TPdYfBJTV67DiBMiKPHxXa,True,1,
4a75a7655e9876e12ec18681ad3bcdcf,235,235,451333.33,5/9/2016 6:00:00 AM,S3zxVcr48WpwhzXKdNVAVQyLkFfpH7SwJ4,True,1,
4a7d815d29be5adc1b7052f465f0d1ea,16.25,16.25,210000,5/9/2016 6:00:00 AM,SMDNh4thDHrAyN2iTeHNjaM18vvp5RBjVw,True,1,
4a9ffedef129ec46b851c9f7cc117b3e,120,120,4831428.57,5/9/2016 6:00:00 AM,S5TZMfeCckTnLCFak6U7uzfDhb6XBRgbG9,True,1,
4adfaf55a46a6cce18a3df00d4d399ae,1.25,1.25,295,5/9/2016 6:00:00 AM,SAfi7Pr6cfcrG16KmHRzyxbKqdhjEPjTzT,True,1,
4b2607edad8274de75f1ada03dcfdc7f,0,0,0,5/9/2016 6:00:00 AM,SKPpWWobsjv1DMuPT2KbFy4cSxeTXcVE7x,True,1,
4b8083b68e6f7157a2b827f5d4bab3de,0,0,0,5/9/2016 6:00:00 AM,S6qtkYd2k7KfgNvaHG5YT4Cm9mWTW9TXSK,True,1,
4b8e3ec85b189dcdcce34ee2e74bcfcd,0,0,0,5/9/2016 6:00:00 AM,S2YZNuW6hSHZG6yq4J55UJTDu3xPHPjgDz,True,1,
4b91a59f69e0d6f555a71b55c2c7aae6,0,0,0,5/9/2016 6:00:00 AM,S2BmN4z8C27b26LMRY54QCZCdNxXxrVvCn,True,1,
4b97b2324d009d4dc442c62ee376ca6d,65,65,2600,5/9/2016 6:00:00 AM,S1CkFaB1XoawP8eUPiheoSQaU35FxhvtNz,True,1,
4b9823f07a8c6dd7543c64846f9508a5,0,0,0,5/9/2016 6:00:00 AM,SDw6gmJqMgtoykqfB7jAWG1eoifnyJT7iB,True,1,
4be4b1b4342fdff2d5392d434bff0351,0,0,0,5/9/2016 6:00:00 AM,S4T7d9YeH29FzAmNK2k4NdHMFYk5nPWujp,True,1,
4c1bf31edc8a857d51c6aca84ad2de96,130,130,7920,5/9/2016 6:00:00 AM,S8VpWvFtxp1UiZf22vidAq7a1H1YJcT83d,True,1,
4c1efa3fdfc8fd401090b8a474447dac,5,5,790,5/9/2016 6:00:00 AM,SEMWYXTveahFKfbUgwE8LnKx6vnCB9XK9R,True,1,
4c468afdde46ff6f42c22ea3bc975eaf,0,0,13.75,5/9/2016 6:00:00 AM,SFSZRFvsHjQhFjPMnTqPSeDdNEZV4ghChK,True,1,
4c5a8d63d604df29f09f15714680925b,25,25,6802857.14,5/9/2016 6:00:00 AM,SFcZwcAxk8SR2vVG7L1KmA2N36qmZag1ma,True,1,
4c5d283b5b225695397c035426ef416c,0,0,0,5/9/2016 6:00:00 AM,S7QdBEr7FQhWiiT8sPM1ZWuYHqFkoD6Szb,True,1,
4c6c5b944c316ad61de89e2f1ec690bd,25,25,7760,5/9/2016 6:00:00 AM,RzGY6AHoBbDvfiiBQg9B958iEhZjTra84b,True,1,
4c905e095401255ab9bb75cb7ab02ff0,0,0,0,5/9/2016 6:00:00 AM,SH5kcJ5kB7siyRJDNH7rLKmUt2fnYXaMZv,True,1,
4cb47f54d11a6995dc9fab717e4eb400,3.75,3.75,8680,5/9/2016 6:00:00 AM,SLqVixc7qfZBnU1UX1gB6zvMvLcdjDXt4B,True,1,
4cd0af46407dc49ef0ea02424cd8f6df,0,0,0,5/9/2016 6:00:00 AM,RzbypDSjzcSTstrekKhzBeds4CfAZABDqb,True,1,
4ce6fcd101efb9bbed97c462008bb7fb,0,0,0,5/9/2016 6:00:00 AM,S472GzfNYguWvX1RwWyDgQVuYe6n6YERBh,True,1,
4cf0273d30c9ca94ffa3bb3c19b68715,1.25,1.25,105,5/9/2016 6:00:00 AM,SECfwf9fqf3mbtYRsGN7nJ7UCNHnQbuwtq,True,1,
4cf69df7b747b09af0203c9a8381ade3,17.5,17.5,3960,5/9/2016 6:00:00 AM,SLFZaEMCN3pAibja1TQY994WtvEkYxXMyW,True,1,
4d20861712f4e56d8e0ce5aaba5d1611,0,0,0,5/9/2016 6:00:00 AM,Rx7tBbuUPoXsWavY6EW1ysMC1rzeHjoXKD,True,1,
4d69be38d1ee1cda339425600732f38c,65,65,32666.67,5/9/2016 6:00:00 AM,RzPLsCXFd5f68Tzch1aBtAKVb5Fme9YJLj,True,1,
4d788f71b06c61fb6ecdb95afd352695,25,25,4440,5/9/2016 6:00:00 AM,S9vEB7QiDqeM3H5PVX9u9iCJ7kS2S65jXs,True,1,
4da3743bb4071d6cc28bd862d7ca99ff,50,50,1720,5/9/2016 6:00:00 AM,S9ViBvqtHgp5SJPKaz4r8waxc5EiFYkqZd,True,1,
4dfcaa200582aa2bc6615fc187d5dc83,0,0,0,5/9/2016 6:00:00 AM,RyaLQidQCYCQL1Wm9K7nXWQtsgR4WUWZAN,True,1,
4dfd1469faf3acba5a120bcc58857b77,0,0,0,5/9/2016 6:00:00 AM,S7mvMa5MKtLbygr42LgEfGcapdAVR9WVPb,True,1,
4e44a7591f907d3cda623172e2c000ef,2.5,2.5,8200,5/9/2016 6:00:00 AM,RxwA5y9nWg4H9fgeiB3gBPVBTQ59d599Bm,True,1,
4e6f330ac73232e66676cd2e163d950e,0,0,35,5/9/2016 6:00:00 AM,SAABGWpL9L1cnpddW7kaeCM5mmKMC9Le3H,True,1,
4e6f3cf0cc11e5f987ffbc2a292a355e,0,0,0,5/9/2016 6:00:00 AM,S8PDZBmzqWre4NWahaeGnaDXViWTUdbm7C,True,1,
4e8c0107cd8fa881d9ff9acb18e6d680,6.25,6.25,11333.33,5/9/2016 6:00:00 AM,Rz1B2iTGLqGt9TC48Bx9zk23MH492CwYc4,True,1,
4eb494a5965df4649579aa76e2774886,40,40,1400,5/9/2016 6:00:00 AM,SDyJAmetqw8CmskCdhDwxLdZJha57R5gV1,True,1,
4eda14a2be77e7d16c988d56adee4af9,35,35,3320,5/9/2016 6:00:00 AM,RyPsZnpkp7bG5ALGyqKXNzNQwHqEH9AnV7,True,1,
4f01da418d6a3df83f422ced1a5bd6a6,2.5,2.5,350,5/9/2016 6:00:00 AM,SDFHwbPtjWM8PmYHG2HCNqHqjJ34ntares,True,1,
4f264e4929c4c85f0eb63ee3a803c595,0,0,180,5/9/2016 6:00:00 AM,RzdKKETuoXGmmywmWV4L3rinNfvH3aHcy4,True,1,
4f33ed2171ecddc58847017694ae124d,365,365,150666.67,5/9/2016 6:00:00 AM,RzEDwcimpfD9dNJd6KFHSZ5yBthpUY7eSp,True,1,
4f424418bfec05de2144415cb222df7d,0,0,0,5/9/2016 6:00:00 AM,SJrzhxjjwH1suDBhCijJU5u4VNE48crJbi,True,1,
4f4a8cf5283e4317b4e4c1a27e037351,1.25,1.25,30,5/9/2016 6:00:00 AM,S2Eqs5EyNpafQC17TYuyVoSt2yF5fGmEJq,True,1,
4f760c4a29c6b25cfa975db2c14630c8,10,10,56000,5/9/2016 6:00:00 AM,S2KffdpybakLtCdL8aaEyMjpCqpXt7Aj2E,True,1,
4f7aa101635d9ec3b979c5b8a2c95e07,0,0,0,5/9/2016 6:00:00 AM,SEenQFLKeyH9HJoAiksJLBTtdCHMHLWkxG,True,1,
4f8f2279c1084c86713d310ea4bdd208,0,0,0,5/9/2016 6:00:00 AM,S3dX9fpUsjrRKPCRxBAbFxHYQB8SWJCmy4,True,1,
4fa0fd3fbaf04888def103ca296c0e1d,0,0,85,5/9/2016 6:00:00 AM,SG7tE4qqMDwg3s67yTGicsdb8XYgHvgM4q,True,1,
4fe43a5be9576d8ac9299ef9ed420a85,0,0,0,5/9/2016 6:00:00 AM,SBqf1xiDho1P4rn9NDTNafvwZtdf4ABKsZ,True,1,
4fefa7015c6faabc4a903645c546fcf9,12.5,12.5,450,5/9/2016 6:00:00 AM,S3M8MzVuNejCder1fH7ekZNrujZj4UnYK3,True,1,
50055a087db031e67a64e09950212220,17.5,17.5,22152920,5/9/2016 6:00:00 AM,S67uYycu4csCSN1bV2jRGFKqP6HJ51tbmz,True,1,
5037cfde00dd379c7593520440b8193a,0,0,0,5/9/2016 6:00:00 AM,SCFnvkgwuDmWG1WFPXfnvmmCiHWAcsoQBr,True,1,
504592fb272081119b5c7c80f5b5221c,1.25,1.25,630,5/9/2016 6:00:00 AM,SKySDxYS5wDYeuZ6yUyn8bdcwR7MUPGwfL,True,1,
5076ce51242c2ea7060f2a860ce30700,0,0,0,5/9/2016 6:00:00 AM,SAfvyBb9Zarmve1FWGERVjeLFt5mYYFkJa,True,1,
507e30d8efbae2eb401b3f8d313afff1,0,0,55,5/9/2016 6:00:00 AM,SHuoqYjsDmuwpAaAVGnGwKHLPHXfphjBYW,True,1,
5091a0359f41e5022172fcc5608098ac,0,0,13.75,5/9/2016 6:00:00 AM,SBgikLu1Rp23L6khAcgH4iKvqxKWXXZ55i,True,1,
5093b2fe49ac97f6f461b9b75d310738,0,0,17.5,5/9/2016 6:00:00 AM,SLquwUhMRbTb4Vo1XQSw4TgJsmAzKhkQmS,True,1,
50a8a2bd490dac510cc2baf0d97a37a5,30,30,1040,5/9/2016 6:00:00 AM,S2E2jKPKLd1YqwBDGANe8SHnrTCFQzcWKe,True,1,
50c49c94c2d3e43657eedf009e48c5a4,30,30,21500,5/9/2016 6:00:00 AM,S3P7vuitJN6Jm1EPBCn3MVJJ2uy8brNhDS,True,1,
50c6b48ca56262ae211cf06fd263997b,0,0,0,5/9/2016 6:00:00 AM,S7hztxgvGNtrpLZsoneBsK9ccq3Q7moxzZ,True,1,
